id,parent_id/id,code,name,description
ssyk_7221,ssyk_722,7221,7221  Smeder, Smeder
ssyk_7222,ssyk_722,7222,7222  Verktygsmakare, Verktygsmakare
ssyk_7223,ssyk_722,7223,7223  Maskinställare och maskinoperatörer, metallarbete, Maskinställare och maskinoperatörer, metallarbete
ssyk_7224,ssyk_722,7224,7224  Slipare m.fl., Slipare m.fl.
ssyk_7231,ssyk_723,7231,7231  Motorfordonsmekaniker och fordonsreparatörer, Motorfordonsmekaniker och fordonsreparatörer
ssyk_7232,ssyk_723,7232,7232  Flygmekaniker m.fl., Flygmekaniker m.fl.
ssyk_7233,ssyk_723,7233,7233  Underhållsmekaniker och maskinreparatörer, Underhållsmekaniker och maskinreparatörer
ssyk_7311,ssyk_731,7311,7311  Finmekaniker, Finmekaniker
ssyk_7312,ssyk_731,7312,7312  Guld- och silversmeder, Guld- och silversmeder
ssyk_7319,ssyk_731,7319,7319  Musikinstrumentmakare och övriga konsthantverkare, Musikinstrumentmakare och övriga konsthantverkare
ssyk_7321,ssyk_732,7321,7321  Prepresstekniker, Prepresstekniker
ssyk_7322,ssyk_732,7322,7322  Tryckare, Tryckare
ssyk_7323,ssyk_732,7323,7323  Bokbindare m.fl., Bokbindare m.fl.
ssyk_7411,ssyk_741,7411,7411  Installations- och serviceelektriker, Installations- och serviceelektriker
ssyk_7412,ssyk_741,7412,7412  Industrielektriker, Industrielektriker
ssyk_7413,ssyk_741,7413,7413  Distributionselektriker, Distributionselektriker
ssyk_7420,ssyk_742,7420,7420  Elektronikreparatörer och kommunikationselektriker m.fl., Elektronikreparatörer och kommunikationselektriker m.fl.
ssyk_7521,ssyk_752,7521,7521  Manuella ytbehandlare, trä, Manuella ytbehandlare, trä
ssyk_7522,ssyk_752,7522,7522  Fin-, inrednings- och möbelsnickare, Fin-, inrednings- och möbelsnickare
ssyk_7523,ssyk_752,7523,7523  Maskinsnickare och maskinoperatörer, träindustri, Maskinsnickare och maskinoperatörer, träindustri
ssyk_7531,ssyk_753,7531,7531  Skräddare och ateljésömmerskor m.fl., Skräddare och ateljésömmerskor m.fl.
ssyk_7532,ssyk_753,7532,7532  Sömmare, Sömmare
ssyk_7533,ssyk_753,7533,7533  Tapetserare, Tapetserare
ssyk_7534,ssyk_753,7534,7534  Läderhantverkare och skomakare, Läderhantverkare och skomakare
ssyk_7611,ssyk_761,7611,7611  Slaktare och styckare m.fl., Slaktare och styckare m.fl.
ssyk_7612,ssyk_761,7612,7612  Bagare och konditorer, Bagare och konditorer
ssyk_7613,ssyk_761,7613,7613  Provsmakare och kvalitetsbedömare, Provsmakare och kvalitetsbedömare
ssyk_7619,ssyk_761,7619,7619  Övriga livsmedelsförädlare, Övriga livsmedelsförädlare
ssyk_8111,ssyk_811,8111,8111  Gruv- och stenbrottsarbetare, Gruv- och stenbrottsarbetare
ssyk_8112,ssyk_811,8112,8112  Processoperatörer, stenkross- och malmförädlingsanläggning, Processoperatörer, stenkross- och malmförädlingsanläggning
ssyk_8113,ssyk_811,8113,8113  Brunnsborrare m.fl., Brunnsborrare m.fl.
ssyk_8114,ssyk_811,8114,8114  Maskinoperatörer, cement-, sten- och betongvaror, Maskinoperatörer, cement-, sten- och betongvaror
ssyk_8115,ssyk_811,8115,8115  Bergssprängare, Bergssprängare
ssyk_8116,ssyk_811,8116,8116  Stenhuggare m.fl., Stenhuggare m.fl.
ssyk_8121,ssyk_812,8121,8121  Maskinoperatörer, ytbehandling, Maskinoperatörer, ytbehandling
ssyk_8122,ssyk_812,8122,8122  Valsverksoperatörer, Valsverksoperatörer
ssyk_8129,ssyk_812,8129,8129  Övriga maskin- och processoperatörer vid stål- och metallverk, Övriga maskin- och processoperatörer vid stål- och metallverk
ssyk_8131,ssyk_813,8131,8131  Maskinoperatörer, farmaceutiska produkter, Maskinoperatörer, farmaceutiska produkter
ssyk_8132,ssyk_813,8132,8132  Maskinoperatörer, kemisktekniska och fotografiska produkter, Maskinoperatörer, kemisktekniska och fotografiska produkter
ssyk_8141,ssyk_814,8141,8141  Maskinoperatörer, gummiindustri, Maskinoperatörer, gummiindustri
ssyk_8142,ssyk_814,8142,8142  Maskinoperatörer, plastindustri, Maskinoperatörer, plastindustri
ssyk_8143,ssyk_814,8143,8143  Maskinoperatörer, pappersvaruindustri, Maskinoperatörer, pappersvaruindustri
ssyk_8151,ssyk_815,8151,8151  Maskinoperatörer, blekning, färgning och tvättning, Maskinoperatörer, blekning, färgning och tvättning
ssyk_8159,ssyk_815,8159,8159  Övriga maskinoperatörer, textil-, skinn- och läderindustri, Övriga maskinoperatörer, textil-, skinn- och läderindustri
ssyk_8161,ssyk_816,8161,8161  Maskinoperatörer, kött- och fiskberedningsindustri, Maskinoperatörer, kött- och fiskberedningsindustri
ssyk_8162,ssyk_816,8162,8162  Maskinoperatörer, mejeri, Maskinoperatörer, mejeri
ssyk_8163,ssyk_816,8163,8163  Maskinoperatörer, kvarn-, bageri- och konfektyrindustri, Maskinoperatörer, kvarn-, bageri- och konfektyrindustri
ssyk_8169,ssyk_816,8169,8169  Övriga maskinoperatörer inom livsmedelsindustri m.m., Övriga maskinoperatörer inom livsmedelsindustri m.m.
ssyk_8171,ssyk_817,8171,8171  Processoperatörer, pappersmassa, Processoperatörer, pappersmassa
ssyk_8172,ssyk_817,8172,8172  Processoperatörer, papper, Processoperatörer, papper
ssyk_8173,ssyk_817,8173,8173  Operatörer inom sågverk, hyvleri och plywood m.m., Operatörer inom sågverk, hyvleri och plywood m.m.
ssyk_8174,ssyk_817,8174,8174  Maskinoperatörer inom ytbehandling, trä, Maskinoperatörer inom ytbehandling, trä
ssyk_8181,ssyk_818,8181,8181  Maskinoperatörer, påfyllning, packning och märkning, Maskinoperatörer, påfyllning, packning och märkning
ssyk_8189,ssyk_818,8189,8189  Andra process- och maskinoperatörer, Andra process- och maskinoperatörer
ssyk_8191,ssyk_819,8191,8191  Drifttekniker vid värme- och vattenverk, Drifttekniker vid värme- och vattenverk
ssyk_8192,ssyk_819,8192,8192  Processövervakare, kemisk industri, Processövervakare, kemisk industri
ssyk_8193,ssyk_819,8193,8193  Processövervakare, metallproduktion, Processövervakare, metallproduktion
ssyk_8199,ssyk_819,8199,8199  Övriga drifttekniker och processövervakare, Övriga drifttekniker och processövervakare
ssyk_8211,ssyk_821,8211,8211  Fordonsmontörer, Fordonsmontörer
ssyk_8212,ssyk_821,8212,8212  Montörer, elektrisk och elektronisk utrustning, Montörer, elektrisk och elektronisk utrustning
ssyk_8213,ssyk_821,8213,8213  Montörer, metall-, gummi- och plastprodukter, Montörer, metall-, gummi- och plastprodukter
ssyk_8214,ssyk_821,8214,8214  Montörer, träprodukter, Montörer, träprodukter
ssyk_8219,ssyk_821,8219,8219  Övriga montörer, Övriga montörer
ssyk_8311,ssyk_831,8311,8311  Lokförare, Lokförare
ssyk_8312,ssyk_831,8312,8312  Bangårdspersonal, Bangårdspersonal
ssyk_8321,ssyk_832,8321,8321  Taxiförare m.fl., Taxiförare m.fl.
ssyk_8329,ssyk_832,8329,8329  Övriga bil-, motorcykel- och cykelförare, Övriga bil-, motorcykel- och cykelförare
ssyk_8331,ssyk_833,8331,8331  Buss- och spårvagnsförare, Buss- och spårvagnsförare
ssyk_8332,ssyk_833,8332,8332  Lastbilsförare m.fl., Lastbilsförare m.fl.
ssyk_8341,ssyk_834,8341,8341  Förare av jordbruks- och skogsmaskiner, Förare av jordbruks- och skogsmaskiner
ssyk_8342,ssyk_834,8342,8342  Anläggningsmaskinförare m.fl., Anläggningsmaskinförare m.fl.
ssyk_8343,ssyk_834,8343,8343  Kranförare m.fl., Kranförare m.fl.
ssyk_8344,ssyk_834,8344,8344  Truckförare, Truckförare
ssyk_8350,ssyk_835,8350,8350  Matroser och jungmän m.fl., Matroser och jungmän m.fl.
ssyk_9111,ssyk_911,9111,9111  Städare, Städare
ssyk_9119,ssyk_911,9119,9119  Övrig hemservicepersonal m.fl., Övrig hemservicepersonal m.fl.
ssyk_9120,ssyk_912,9120,9120  Bilrekonditionerare, fönsterputsare och övriga rengöringsarbetare, Bilrekonditionerare, fönsterputsare och övriga rengöringsarbetare
ssyk_9210,ssyk_921,9210,9210  Bärplockare och plantörer m.fl., Bärplockare och plantörer m.fl.
ssyk_9310,ssyk_931,9310,9310  Grovarbetare inom bygg och anläggning, Grovarbetare inom bygg och anläggning
ssyk_9320,ssyk_932,9320,9320  Handpaketerare och andra fabriksarbetare, Handpaketerare och andra fabriksarbetare
ssyk_9331,ssyk_933,9331,9331  Hamnarbetare, Hamnarbetare
ssyk_9332,ssyk_933,9332,9332  Ramppersonal, flyttkarlar och varupåfyllare m.fl., Ramppersonal, flyttkarlar och varupåfyllare m.fl.
ssyk_9411,ssyk_941,9411,9411  Pizzabagare m.fl., Pizzabagare m.fl.
ssyk_9412,ssyk_941,9412,9412  Restaurang- och köksbiträden m.fl., Restaurang- och köksbiträden m.fl.
ssyk_9413,ssyk_941,9413,9413  Kafé- och konditoribiträden, Kafé- och konditoribiträden
ssyk_9520,ssyk_952,9520,9520  Torg- och marknadsförsäljare, Torg- och marknadsförsäljare
ssyk_9610,ssyk_961,9610,9610  Renhållnings- och återvinningsarbetare, Renhållnings- och återvinningsarbetare
ssyk_9621,ssyk_962,9621,9621  Reklamutdelare och tidningsdistributörer, Reklamutdelare och tidningsdistributörer
ssyk_9622,ssyk_962,9622,9622  Vaktmästare m.fl., Vaktmästare m.fl.
ssyk_9629,ssyk_962,9629,9629  Övriga servicearbetare, Övriga servicearbetare
ssyk_0,,0,0 Militära yrken,Militära yrken
ssyk_01,ssyk_0,01,01  Officerare, Officerare
ssyk_011,ssyk_01,011,011  Officerare, Officerare
ssyk_0110,ssyk_011,0110,0110  Officerare, Officerare
ssyk_02,ssyk_0,02,02  Specialistofficerare, Specialistofficerare
ssyk_021,ssyk_02,021,021  Specialistofficerare, Specialistofficerare
ssyk_03,ssyk_0,03,03  Soldater m.fl., Soldater m.fl.
ssyk_031,ssyk_03,031,031  Soldater m.fl., Soldater m.fl.
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
